item_id,interaction_count,popularity_rank
23397,148,370
828,147,371
2895,147,372
22882,147,373
397,146,374
2127,146,375
3581,146,376
22380,146,377
22883,146,378
23341,146,379
374,145,380
2533,145,381
3268,145,382
6589,145,383
22649,145,384
552,144,385
1795,144,386
593,143,387
761,143,388
1356,143,389
4565,143,390
22459,143,391
1321,142,392
2190,142,393
2465,142,394
13021,142,395
22990,142,396
25751,142,397
992,141,398
1593,141,399
4610,141,400
4764,141,401
22,140,402
406,140,403
517,140,404
1287,140,405
1790,140,406
2364,140,407
4657,140,408
6121,140,409
1021,139,410
4891,139,411
5015,139,412
8968,139,413
12369,139,414
1508,138,415
2305,138,416
4820,138,417
12340,138,418
22365,138,419
3420,137,420
10689,137,421
1061,136,422
1620,136,423
5174,136,424
10882,136,425
23207,136,426
28687,136,427
37902,136,428
4735,135,429
9778,135,430
10787,135,431
22902,135,432
791,134,433
1067,134,434
1589,134,435
1938,134,436
4272,134,437
5079,134,438
7649,134,439
23869,134,440
594,133,441
934,133,442
1782,133,443
14529,133,444
22553,133,445
23717,133,446
31,132,447
1183,132,448
3121,132,449
3601,132,450
5195,132,451
5512,132,452
5515,132,453
5536,132,454
11880,132,455
22572,132,456
36,131,457
292,131,458
1025,131,459
3052,131,460
20712,131,461
621,130,462
677,130,463
1857,130,464
765,129,465
1182,129,466
1855,129,467
2461,129,468
7353,129,469
9364,129,470
9770,129,471
23293,129,472
23308,129,473
24079,129,474
3078,128,475
21859,128,476
323,127,477
766,127,478
2637,127,479
2908,127,480
3611,127,481
3616,127,482
22966,127,483
6184,126,484
9163,126,485
20951,126,486
24209,126,487
24260,126,488
24542,126,489
1910,125,490
3096,125,491
10797,125,492
22585,125,493
23027,125,494
402,124,495
1706,124,496
2011,124,497
5211,124,498
19007,124,499
21176,124,500
23396,124,501
199,123,502
838,123,503
1127,123,504
5636,123,505
2299,122,506
2972,122,507
3591,122,508
4841,122,509
5030,122,510
5887,122,511
22578,122,512
461,121,513
733,121,514
1615,121,515
1821,121,516
3021,121,517
4003,121,518
22406,121,519
22432,121,520
1284,120,521
3288,120,522
5017,120,523
6081,120,524
6751,120,525
12031,120,526
21154,120,527
21535,120,528
23030,120,529
267,119,530
1004,119,531
1937,119,532
2249,119,533
3572,119,534
4111,119,535
5470,119,536
8537,119,537
9306,119,538
22435,119,539
25080,119,540
277,118,541
605,118,542
2246,118,543
4344,118,544
6833,118,545
7417,118,546
7572,118,547
8890,118,548
14637,118,549
22630,118,550
22835,118,551
23699,118,552
1436,117,553
2656,117,554
4327,117,555
4684,117,556
8912,117,557
10883,117,558
24049,117,559
24580,117,560
275,116,561
1674,116,562
1784,116,563
1996,116,564
2301,116,565
2976,116,566
3195,116,567
4037,116,568
5047,116,569
5131,116,570
8155,116,571
22446,116,572
24419,116,573
24505,116,574
331,115,575
1638,115,576
1906,115,577
8847,115,578
12180,115,579
19727,115,580
22597,115,581
297,114,582
450,114,583
1582,114,584
1625,114,585
1788,114,586
22921,114,587
22948,114,588
2360,113,589
10525,113,590
10843,113,591
21917,113,592
1665,112,593
3047,112,594
3409,112,595
4910,112,596
8884,112,597
12144,112,598
22592,112,599
591,111,600
1210,111,601
1445,111,602
2341,111,603
2343,111,604
3152,111,605
4702,111,606
25018,111,607
557,110,608
692,110,609
1492,110,610
8252,110,611
9316,110,612
13682,110,613
412,109,614
953,109,615
1029,109,616
2460,109,617
5445,109,618
6558,109,619
6593,109,620
12519,109,621
22929,109,622
23028,109,623
24230,109,624
27588,109,625
585,108,626
598,108,627
969,108,628
1875,108,629
3615,108,630
5615,108,631
6389,108,632
23117,108,633
503,107,634
1611,107,635
2567,107,636
2679,107,637
3011,107,638
4625,107,639
6398,107,640
7831,107,641
13339,107,642
15753,107,643
17498,107,644
22194,107,645
23340,107,646
24555,107,647
1022,106,648
3039,106,649
3089,106,650
4827,106,651
6630,106,652
22875,106,653
23872,106,654
25738,106,655
477,105,656
558,105,657
1288,105,658
1636,105,659
3421,105,660
4729,105,661
6609,105,662
8388,105,663
12265,105,664
15230,105,665
21620,105,666
22366,105,667
23233,105,668
23885,105,669
26446,105,670
2483,104,671
3079,104,672
3469,104,673
4995,104,674
7408,104,675
7605,104,676
8597,104,677
9471,104,678
9793,104,679
21901,104,680
22405,104,681
22834,104,682
536,103,683
763,103,684
2025,103,685
2324,103,686
3134,103,687
9528,103,688
9588,103,689
12733,103,690
23015,103,691
184,102,692
202,102,693
294,102,694
408,102,695
3211,102,696
4829,102,697
5359,102,698
5439,102,699
6760,102,700
7546,102,701
7859,102,702
37,101,703
422,101,704
1424,101,705
1613,101,706
2466,101,707
2880,101,708
3419,101,709
3471,101,710
3736,101,711
4738,101,712
5114,101,713
11860,101,714
22903,101,715
24078,101,716
26492,101,717
19,100,718
291,100,719
691,100,720
877,100,721
2146,100,722
3019,100,723
3076,100,724
5226,100,725
14329,100,726
24185,100,727
37705,100,728
50,99,729
211,99,730
600,99,731
2923,99,732
3464,99,733
3598,99,734
3792,99,735
6038,99,736
7461,99,737
7550,99,738
13798,99,739
14744,99,740
22961,99,741
24065,99,742
24179,99,743
632,98,744
977,98,745
2096,98,746
2276,98,747
2740,98,748
3618,98,749
6650,98,750
7365,98,751
7998,98,752
11652,98,753
12603,98,754
12627,98,755
15384,98,756
16498,98,757
22905,98,758
22952,98,759
23224,98,760
27076,98,761
542,97,762
878,97,763
1515,97,764
1685,97,765
1708,97,766
5104,97,767
5553,97,768
20725,97,769
21122,97,770
22722,97,771
23884,97,772
24535,97,773
26110,97,774
300,96,775
303,96,776
540,96,777
1851,96,778
7664,96,779
10472,96,780
10547,96,781
16141,96,782
446,95,783
1842,95,784
4924,95,785
6687,95,786
6983,95,787
11719,95,788
21635,95,789
22372,95,790
239,94,791
1317,94,792
1552,94,793
1845,94,794
2541,94,795
3606,94,796
3758,94,797
5538,94,798
7681,94,799
8133,94,800
11704,94,801
20683,94,802
22725,94,803
25111,94,804
321,93,805
800,93,806
3196,93,807
5271,93,808
5560,93,809
6933,93,810
8150,93,811
8622,93,812
10877,93,813
13277,93,814
22566,93,815
27655,93,816
556,92,817
1469,92,818
2405,92,819
3031,92,820
3551,92,821
4242,92,822
5379,92,823
18458,92,824
18983,92,825
19653,92,826
21950,92,827
22430,92,828
23343,92,829
24497,92,830
276,91,831
810,91,832
830,91,833
924,91,834
1683,91,835
4079,91,836
5440,91,837
7666,91,838
8013,91,839
12182,91,840
12889,91,841
23539,91,842
24264,91,843
24427,91,844
28706,91,845
782,90,846
1212,90,847
1217,90,848
1325,90,849
2292,90,850
3077,90,851
3522,90,852
4198,90,853
4888,90,854
5685,90,855
5926,90,856
5928,90,857
9216,90,858
14315,90,859
15180,90,860
22370,90,861
23301,90,862
25059,90,863
186,89,864
1563,89,865
2014,89,866
2361,89,867
3082,89,868
3231,89,869
3784,89,870
4900,89,871
6142,89,872
6455,89,873
6559,89,874
9642,89,875
11164,89,876
14138,89,877
15337,89,878
21904,89,879
22409,89,880
22410,89,881
23505,89,882
27296,89,883
513,88,884
1711,88,885
1959,88,886
2258,88,887
2924,88,888
3087,88,889
3304,88,890
3655,88,891
6821,88,892
6942,88,893
6980,88,894
7457,88,895
8799,88,896
8850,88,897
9918,88,898
11343,88,899
12382,88,900
18641,88,901
22491,88,902
22609,88,903
23709,88,904
28067,88,905
13,87,906
481,87,907
1541,87,908
1998,87,909
2093,87,910
2283,87,911
3101,87,912
3465,87,913
3569,87,914
4575,87,915
4609,87,916
4792,87,917
4914,87,918
5273,87,919
8157,87,920
8366,87,921
22662,87,922
23193,87,923
24591,87,924
250,86,925
313,86,926
329,86,927
767,86,928
904,86,929
2222,86,930
2511,86,931
3794,86,932
4194,86,933
4522,86,934
5256,86,935
5278,86,936
7364,86,937
8189,86,938
12439,86,939
18307,86,940
19337,86,941
22959,86,942
23109,86,943
23200,86,944
23310,86,945
26325,86,946
549,85,947
1577,85,948
1847,85,949
2265,85,950
3051,85,951
4244,85,952
5147,85,953
5344,85,954
7384,85,955
7745,85,956
13599,85,957
17391,85,958
21115,85,959
22652,85,960
23112,85,961
263,84,962
622,84,963
1066,84,964
1168,84,965
1319,84,966
1792,84,967
2387,84,968
2750,84,969
3610,84,970
4569,84,971
5604,84,972
6347,84,973
6757,84,974
7897,84,975
22450,84,976
22625,84,977
500,83,978
1443,83,979
1852,83,980
1965,83,981
2327,83,982
3048,83,983
3352,83,984
3795,83,985
5225,83,986
5237,83,987
5279,83,988
7458,83,989
9185,83,990
9602,83,991
10524,83,992
17007,83,993
18391,83,994
21342,83,995
180,82,996
200,82,997
201,82,998
356,82,999
484,82,1000
1010,82,1001
1189,82,1002
2251,82,1003
2359,82,1004
2800,82,1005
3604,82,1006
3737,82,1007
3768,82,1008
4432,82,1009
4871,82,1010
7145,82,1011
9293,82,1012
9531,82,1013
10551,82,1014
13839,82,1015
14312,82,1016
16145,82,1017
18878,82,1018
22574,82,1019
23646,82,1020
28742,82,1021
465,81,1022
1015,81,1023
1087,81,1024
1850,81,1025
2022,81,1026
2306,81,1027
2415,81,1028
4319,81,1029
5343,81,1030
5582,81,1031
6826,81,1032
8305,81,1033
12110,81,1034
18514,81,1035
20719,81,1036
21461,81,1037
22632,81,1038
22958,81,1039
24430,81,1040
26375,81,1041
27243,81,1042
564,80,1043
654,80,1044
1466,80,1045
1717,80,1046
2346,80,1047
2478,80,1048
4654,80,1049
5272,80,1050
6824,80,1051
9213,80,1052
12438,80,1053
21918,80,1054
22369,80,1055
22433,80,1056
22656,80,1057
22941,80,1058
23509,80,1059
23710,80,1060
35008,80,1061
312,79,1062
473,79,1063
496,79,1064
681,79,1065
893,79,1066
1198,79,1067
1772,79,1068
3038,79,1069
5274,79,1070
8931,79,1071
10414,79,1072
21145,79,1073
22317,79,1074
22363,79,1075
23216,79,1076
1941,78,1077
3099,78,1078
4798,78,1079
4890,78,1080
4905,78,1081
5275,78,1082
6379,78,1083
6520,78,1084
6610,78,1085
8299,78,1086
9296,78,1087
9348,78,1088
10082,78,1089
10722,78,1090
13266,78,1091
20689,78,1092
22411,78,1093
23896,78,1094
24977,78,1095
27293,78,1096
30670,78,1097
280,77,1098
455,77,1099
466,77,1100
493,77,1101
1077,77,1102
1233,77,1103
1442,77,1104
1962,77,1105
2056,77,1106
2255,77,1107
3035,77,1108
3189,77,1109
3609,77,1110
4434,77,1111
4458,77,1112
4819,77,1113
5382,77,1114
5770,77,1115
6057,77,1116
6930,77,1117
7367,77,1118
7936,77,1119
8542,77,1120
8845,77,1121
9593,77,1122
10486,77,1123
16996,77,1124
22381,77,1125
22521,77,1126
23734,77,1127
25667,77,1128
26378,77,1129
330,76,1130
501,76,1131
679,76,1132
825,76,1133
1262,76,1134
1586,76,1135
1610,76,1136
1735,76,1137
1758,76,1138
2058,76,1139
2434,76,1140
3297,76,1141
3323,76,1142
3739,76,1143
6170,76,1144
7393,76,1145
8728,76,1146
10383,76,1147
10626,76,1148
15411,76,1149
17754,76,1150
21130,76,1151
22509,76,1152
23931,76,1153
25039,76,1154
25189,76,1155
26830,76,1156
27302,76,1157
30128,76,1158
32077,76,1159
400,75,1160
842,75,1161
1789,75,1162
1849,75,1163
2467,75,1164
2687,75,1165
2813,75,1166
3064,75,1167
3072,75,1168
3190,75,1169
3349,75,1170
3765,75,1171
5276,75,1172
5386,75,1173
7125,75,1174
8573,75,1175
11367,75,1176
12111,75,1177
12605,75,1178
14791,75,1179
15344,75,1180
19006,75,1181
19309,75,1182
21905,75,1183
21923,75,1184
22655,75,1185
25309,75,1186
26441,75,1187
28399,75,1188
707,74,1189
783,74,1190
1464,74,1191
2278,74,1192
3138,74,1193
3946,74,1194
4571,74,1195
4685,74,1196
4828,74,1197
5519,74,1198
5639,74,1199
6599,74,1200
13323,74,1201
15555,74,1202
20395,74,1203
21548,74,1204
22464,74,1205
23683,74,1206
24281,74,1207
31349,74,1208
33399,74,1209
132,73,1210
270,73,1211
375,73,1212
806,73,1213
1714,73,1214
2929,73,1215
3171,73,1216
4039,73,1217
4230,73,1218
5006,73,1219
10583,73,1220
13333,73,1221
17643,73,1222
23532,73,1223
24046,73,1224
24508,73,1225
24520,73,1226
24529,73,1227
25077,73,1228
26371,73,1229
26651,73,1230
336,72,1231
699,72,1232
1354,72,1233
1762,72,1234
2201,72,1235
2406,72,1236
2566,72,1237
3263,72,1238
3788,72,1239
4231,72,1240
4627,72,1241
4830,72,1242
4895,72,1243
5168,72,1244
5287,72,1245
7290,72,1246
7306,72,1247
7592,72,1248
10225,72,1249
15872,72,1250
21287,72,1251
22436,72,1252
23681,72,1253
23874,72,1254
728,71,1255
958,71,1256
1014,71,1257
1027,71,1258
1031,71,1259
1358,71,1260
1417,71,1261
1545,71,1262
1791,71,1263
1816,71,1264
1918,71,1265
2195,71,1266
2282,71,1267
3023,71,1268
3472,71,1269
3955,71,1270
4341,71,1271
5111,71,1272
5589,71,1273
6922,71,1274
8543,71,1275
8604,71,1276
9639,71,1277
9851,71,1278
9962,71,1279
9980,71,1280
13248,71,1281
13800,71,1282
17066,71,1283
21926,71,1284
22640,71,1285
22657,71,1286
23665,71,1287
23927,71,1288
32473,71,1289
33581,71,1290
38773,71,1291
21,70,1292
334,70,1293
437,70,1294
826,70,1295
1527,70,1296
1739,70,1297
2116,70,1298
2369,70,1299
2427,70,1300
3034,70,1301
3463,70,1302
4648,70,1303
5162,70,1304
5767,70,1305
6207,70,1306
6452,70,1307
8674,70,1308
9626,70,1309
13005,70,1310
14866,70,1311
19107,70,1312
22401,70,1313
22514,70,1314
22526,70,1315
25319,70,1316
26377,70,1317
31798,70,1318
209,69,1319
340,69,1320
780,69,1321
1204,69,1322
1422,69,1323
1632,69,1324
1846,69,1325
2193,69,1326
2417,69,1327
2536,69,1328
4246,69,1329
4602,69,1330
5144,69,1331
6696,69,1332
7335,69,1333
8653,69,1334
10607,69,1335
11944,69,1336
12172,69,1337
12960,69,1338
13130,69,1339
13324,69,1340
15904,69,1341
16586,69,1342
18402,69,1343
19621,69,1344
19669,69,1345
22403,69,1346
22490,69,1347
24186,69,1348
24712,69,1349
207,68,1350
324,68,1351
409,68,1352
976,68,1353
1224,68,1354
1503,68,1355
1663,68,1356
2482,68,1357
2843,68,1358
3328,68,1359
3767,68,1360
4186,68,1361
5277,68,1362
5412,68,1363
5518,68,1364
5740,68,1365
8337,68,1366
9369,68,1367
9652,68,1368
9783,68,1369
10350,68,1370
10702,68,1371
12525,68,1372
18056,68,1373
19652,68,1374
22977,68,1375
23026,68,1376
23306,68,1377
24543,68,1378
25521,68,1379
26049,68,1380
26959,68,1381
27531,68,1382
49,67,1383
265,67,1384
1644,67,1385
1779,67,1386
1835,67,1387
2241,67,1388
2345,67,1389
2382,67,1390
2647,67,1391
3697,67,1392
4582,67,1393
5056,67,1394
5250,67,1395
6625,67,1396
6664,67,1397
6928,67,1398
7398,67,1399
8532,67,1400
8544,67,1401
8772,67,1402
9781,67,1403
10480,67,1404
10649,67,1405
10897,67,1406
11672,67,1407
12103,67,1408
12476,67,1409
12730,67,1410
12810,67,1411
13828,67,1412
13858,67,1413
15338,67,1414
18947,67,1415
21147,67,1416
21167,67,1417
22589,67,1418
22605,67,1419
22671,67,1420
26040,67,1421
26348,67,1422
27199,67,1423
179,66,1424
1085,66,1425
1268,66,1426
1786,66,1427
1955,66,1428
2674,66,1429
2893,66,1430
3088,66,1431
3093,66,1432
3120,66,1433
4776,66,1434
6631,66,1435
7021,66,1436
8844,66,1437
9584,66,1438
9650,66,1439
10554,66,1440
11699,66,1441
12131,66,1442
12192,66,1443
12399,66,1444
13664,66,1445
13947,66,1446
14701,66,1447
15235,66,1448
16982,66,1449
17772,66,1450
20735,66,1451
21902,66,1452
21903,66,1453
22211,66,1454
22497,66,1455
22602,66,1456
23516,66,1457
24099,66,1458
27218,66,1459
32080,66,1460
452,65,1461
580,65,1462
937,65,1463
1042,65,1464
1211,65,1465
1562,65,1466
1870,65,1467
1995,65,1468
2016,65,1469
2061,65,1470
2317,65,1471
2457,65,1472
2616,65,1473
2624,65,1474
2954,65,1475
3501,65,1476
3562,65,1477
3849,65,1478
3945,65,1479
4640,65,1480
5004,65,1481
5617,65,1482
6012,65,1483
6449,65,1484
6647,65,1485
7288,65,1486
8393,65,1487
8415,65,1488
8554,65,1489
8739,65,1490
9916,65,1491
10081,65,1492
11711,65,1493
12112,65,1494
12554,65,1495
12893,65,1496
14071,65,1497
15770,65,1498
16984,65,1499
17644,65,1500
19383,65,1501
23087,65,1502
23096,65,1503
24054,65,1504
25260,65,1505
25834,65,1506
29800,65,1507
36155,65,1508
511,64,1509
1191,64,1510
1231,64,1511
1619,64,1512
1848,64,1513
2078,64,1514
2627,64,1515
2650,64,1516
2963,64,1517
2970,64,1518
3373,64,1519
3846,64,1520
4813,64,1521
4843,64,1522
4894,64,1523
5008,64,1524
5397,64,1525
5410,64,1526
6181,64,1527
7643,64,1528
7777,64,1529
8778,64,1530
8779,64,1531
10805,64,1532
11106,64,1533
12155,64,1534
12831,64,1535
16213,64,1536
18384,64,1537
20615,64,1538
21174,64,1539
21324,64,1540
24686,64,1541
25088,64,1542
26048,64,1543
251,63,1544
476,63,1545
494,63,1546
666,63,1547
1064,63,1548
1679,63,1549
2358,63,1550
2554,63,1551
3097,63,1552
3875,63,1553
4160,63,1554
4371,63,1555
4416,63,1556
4858,63,1557
5288,63,1558
5418,63,1559
5532,63,1560
5973,63,1561
7347,63,1562
7758,63,1563
8367,63,1564
8605,63,1565
8785,63,1566
8879,63,1567
10255,63,1568
10492,63,1569
10660,63,1570
11172,63,1571
11795,63,1572
12022,63,1573
12266,63,1574
12329,63,1575
13312,63,1576
14755,63,1577
19112,63,1578
21158,63,1579
21169,63,1580
21914,63,1581
22378,63,1582
22419,63,1583
22893,63,1584
24101,63,1585
24180,63,1586
24746,63,1587
24923,63,1588
25312,63,1589
25759,63,1590
27168,63,1591
35001,63,1592
17,62,1593
158,62,1594
298,62,1595
490,62,1596
874,62,1597
1336,62,1598
1925,62,1599
2084,62,1600
2180,62,1601
2295,62,1602
2404,62,1603
2622,62,1604
2651,62,1605
2694,62,1606
2903,62,1607
3533,62,1608
4030,62,1609
4908,62,1610
6179,62,1611
6232,62,1612
6984,62,1613
8612,62,1614
8614,62,1615
10495,62,1616
10742,62,1617
10789,62,1618
10953,62,1619
11144,62,1620
11607,62,1621
12149,62,1622
12308,62,1623
12523,62,1624
14175,62,1625
15707,62,1626
16986,62,1627
18630,62,1628
19109,62,1629
21116,62,1630
22127,62,1631
22337,62,1632
23185,62,1633
25254,62,1634
25588,62,1635
30759,62,1636
337,61,1637
454,61,1638
495,61,1639
522,61,1640
1186,61,1641
1730,61,1642
2372,61,1643
2380,61,1644
2652,61,1645
2660,61,1646
2877,61,1647
2896,61,1648
3098,61,1649
3199,61,1650
4769,61,1651
4826,61,1652
5541,61,1653
5558,61,1654
6011,61,1655
6178,61,1656
6182,61,1657
6753,61,1658
7703,61,1659
7974,61,1660
8132,61,1661
8610,61,1662
8868,61,1663
9597,61,1664
9808,61,1665
11639,61,1666
12273,61,1667
12319,61,1668
12374,61,1669
13808,61,1670
14603,61,1671
21519,61,1672
22421,61,1673
22949,61,1674
23213,61,1675
23232,61,1676
23890,61,1677
24311,61,1678
25639,61,1679
26633,61,1680
27161,61,1681
27288,61,1682
27712,61,1683
463,60,1684
602,60,1685
793,60,1686
1878,60,1687
2089,60,1688
2568,60,1689
3131,60,1690
3200,60,1691
3270,60,1692
3300,60,1693
3487,60,1694
4221,60,1695
4526,60,1696
4628,60,1697
4732,60,1698
4906,60,1699
5775,60,1700
7305,60,1701
7368,60,1702
7378,60,1703
7977,60,1704
8163,60,1705
8418,60,1706
8861,60,1707
9356,60,1708
9591,60,1709
9830,60,1710
10236,60,1711
10280,60,1712
10923,60,1713
12360,60,1714
13017,60,1715
16391,60,1716
16997,60,1717
21862,60,1718
21941,60,1719
22404,60,1720
22639,60,1721
23010,60,1722
23016,60,1723
23212,60,1724
23922,60,1725
24447,60,1726
28018,60,1727
28065,60,1728
28750,60,1729
29180,60,1730
30253,60,1731
37706,60,1732
515,59,1733
586,59,1734
680,59,1735
910,59,1736
1380,59,1737
1506,59,1738
2155,59,1739
2418,59,1740
2485,59,1741
2599,59,1742
2956,59,1743
3144,59,1744
3267,59,1745
3577,59,1746
4766,59,1747
4787,59,1748
6171,59,1749
7911,59,1750
8183,59,1751
11373,59,1752
11390,59,1753
13157,59,1754
13222,59,1755
13386,59,1756
13827,59,1757
13920,59,1758
17573,59,1759
20730,59,1760
21142,59,1761
21942,59,1762
23705,59,1763
25103,59,1764
25247,59,1765
25277,59,1766
26380,59,1767
26721,59,1768
26827,59,1769
28054,59,1770
34541,59,1771
171,58,1772
229,58,1773
245,58,1774
255,58,1775
507,58,1776
911,58,1777
1375,58,1778
1574,58,1779
1863,58,1780
2342,58,1781
2375,58,1782
2489,58,1783
3109,58,1784
3386,58,1785
3820,58,1786
4477,58,1787
4490,58,1788
4608,58,1789
4635,58,1790
5389,58,1791
6180,58,1792
6611,58,1793
6641,58,1794
8540,58,1795
13038,58,1796
13045,58,1797
13275,58,1798
13444,58,1799
13923,58,1800
14037,58,1801
17079,58,1802
18467,58,1803
18746,58,1804
20680,58,1805
20749,58,1806
21694,58,1807
22172,58,1808
22445,58,1809
23913,58,1810
23914,58,1811
24252,58,1812
25650,58,1813
27108,58,1814
29740,58,1815
31740,58,1816
35496,58,1817
38562,58,1818
32,57,1819
190,57,1820
469,57,1821
479,57,1822
534,57,1823
687,57,1824
696,57,1825
807,57,1826
1020,57,1827
1104,57,1828
1362,57,1829
1378,57,1830
1718,57,1831
1764,57,1832
2117,57,1833
2153,57,1834
2922,57,1835
3026,57,1836
3307,57,1837
3474,57,1838
3486,57,1839
5646,57,1840
6110,57,1841
6704,57,1842
6793,57,1843
7725,57,1844
8633,57,1845
8790,57,1846
8913,57,1847
9985,57,1848
10471,57,1849
11141,57,1850
11380,57,1851
11837,57,1852
11891,57,1853
12332,57,1854
12365,57,1855
12387,57,1856
13322,57,1857
14423,57,1858
14686,57,1859
20688,57,1860
20754,57,1861
21579,57,1862
22187,57,1863
22547,57,1864
22582,57,1865
22739,57,1866
22830,57,1867
23641,57,1868
23923,57,1869
24100,57,1870
25902,57,1871
28809,57,1872
29109,57,1873
31970,57,1874
34554,57,1875
36161,57,1876
262,56,1877
502,56,1878
686,56,1879
764,56,1880
903,56,1881
1199,56,1882
1372,56,1883
1377,56,1884
1623,56,1885
1671,56,1886
1818,56,1887
2876,56,1888
3322,56,1889
3541,56,1890
4542,56,1891
4634,56,1892
4726,56,1893
5313,56,1894
5435,56,1895
5703,56,1896
6172,56,1897
7548,56,1898
7894,56,1899
7989,56,1900
8751,56,1901
8894,56,1902
8918,56,1903
9375,56,1904
9396,56,1905
9894,56,1906
